customer_age,account_balance,annual_income,loan_amount,loan_duration_months,num_of_credit_cards,credit_card_utilization,monthly_salary,num_of_loans,num_of_defaults,num_of_transactions,avg_transaction_value,loan_to_income_ratio,credit_score,investment_value,savings_account_balance,fixed_deposit_amount,num_of_dependents,customer_tenure_years,emi_amount,house_value,insurance_amount,spending_score,digital_transactions_ratio,mobile_banking_usage_hours,branch_visits_per_month,internet_banking_logins,loan_interest_rate,customer_satisfaction_score,risk_factor,bank_profit
40,45928.39,846103.25,479472.24,20,0,0.43,34974.83,0,2,293,2736.39,0.94,643.33,47829.13,10150.6,131372.69,1,4.38,3840.65,4215903.63,113138.43,41.03,0.19,3.69,5,6,9.4,9.98,0.63,361815.69
28,38366.38,1194110.15,116512.06,12,2,0.13,56758.43,1,2,230,2206.44,0.87,604.54,65277.89,31430.94,53173.77,3,6.45,7345.86,7041651.01,91409.17,1.09,0.73,5.78,0,0,10.95,4.71,0.09,475806.64
29,29704.87,308939.6,334698.28,45,2,0.95,44752.13,3,1,134,1455.09,0.86,719.51,81894.67,17685.68,147162.3,1,1.43,5726.18,3858973.96,40161.39,79.29,0.27,0.4,0,28,8.74,1.17,0.47,150119.32
27,37014.45,1104303.14,236175.86,33,1,0.48,25104.58,1,0,204,2305.04,0.69,744.74,60963.55,27272.53,241452.6,2,13.14,11953.55,3655973.24,91127.75,40.85,0.81,10.34,5,1,10.89,3.11,0.26,347499.29
49,25521.19,726088.98,311753.61,37,4,0.32,54623.17,0,0,324,2230.22,0.62,743.9,69282.13,29018.97,86391.92,1,7.95,10283.17,3921935.52,80587.55,67.06,0.68,4.67,5,8,7.87,6.29,0.47,320994.41
33,50681.67,475303.99,285304.57,20,4,0.77,52641.44,0,2,72,1404.77,0.01,636.83,106323.88,25379.58,100349.73,1,9.03,8597.4,5008811.87,94638.27,10.51,0.52,8.11,3,24,9.45,9.66,0.78,211055.3
25,34600.54,367421.59,191347.5,70,1,0.5,57751.48,1,1,164,2229.56,0.75,689.97,111111.53,37852.81,90533.82,2,5.88,10351.37,6221633.48,3866.18,89.1,0.65,3.82,2,22,7.25,1.93,0.16,194855.67
55,54675.72,652719.9,268319.71,9,4,0.31,50566.53,3,2,355,1673.49,0.09,721.99,143633.8,21782.73,99886.5,0,10.21,7507.18,5011401.1,114573.03,43.57,0.88,9.32,8,17,8.31,2.09,0.12,271357.36
29,18882.09,930412.53,101367.88,16,3,0.81,87439.94,3,2,348,2447.66,0.26,695.05,69529.07,14968.05,188783.69,0,6.76,10965.58,5347890.94,34642.38,91.97,0.39,6.71,5,20,11.15,7.32,0.27,297860.56
41,56617.6,668112.72,298259.8,31,4,0.87,67760.06,1,0,148,2300.16,0.55,752.32,100927.41,0.0,205103.8,3,11.54,9766.83,5181096.54,129867.73,70.7,0.77,7.23,0,19,7.3,7.0,0.95,256739.41
45,66670.58,1077788.73,273852.68,66,4,0.67,52505.8,0,1,153,2133.79,0.45,659.75,83292.13,0.0,252844.05,3,12.41,16842.68,2501980.04,142884.34,12.15,0.16,14.14,2,17,10.86,3.25,0.75,385814.13
25,10125.29,337206.08,301092.81,42,4,0.05,59045.6,2,2,100,2023.13,0.02,676.47,80465.39,26520.38,79640.94,1,10.24,14900.54,4480634.37,20575.66,57.92,0.7,10.59,0,17,7.7,8.32,0.02,102021.38
45,57481.13,696977.76,334649.47,28,3,0.57,81219.64,1,0,161,719.98,0.82,691.81,87354.43,18161.56,197875.77,0,7.62,12821.68,4119491.23,151800.69,90.99,0.75,3.93,2,9,6.21,2.16,0.4,365742.3
53,74553.38,386901.64,279409.59,45,4,0.76,74349.34,1,2,293,1271.43,0.88,721.63,92152.98,11846.04,209525.84,0,11.84,10876.97,4330522.45,95325.16,80.0,0.44,7.56,1,7,6.66,9.33,0.26,253229.75
43,25807.18,790907.97,261847.15,28,3,0.14,39056.82,1,2,218,1921.52,0.68,670.28,110015.85,8860.95,265730.74,1,7.67,11261.07,3512576.28,143078.44,41.8,0.79,7.0,4,20,10.48,2.81,0.64,356111.86
25,83451.45,921721.85,179514.53,21,1,0.23,45385.64,0,0,121,2911.63,0.54,726.37,86785.68,27409.54,84865.84,2,2.12,13722.67,5541969.38,137245.94,95.51,0.56,11.93,2,7,7.57,1.73,0.46,311520.93
67,58380.38,594809.55,193022.34,66,0,0.88,48272.3,3,0,188,2338.81,0.96,760.23,149093.23,10164.65,9749.41,0,2.19,10864.43,4558168.1,42188.8,26.86,0.94,12.5,6,1,9.92,4.06,0.96,217649.26
45,35899.76,48946.54,344938.77,36,1,0.02,53404.5,0,1,385,3088.43,0.12,654.1,31823.98,36306.61,130583.0,3,14.25,11049.0,4550918.33,65876.57,37.51,0.11,4.25,7,17,10.2,2.69,0.22,125647.02
45,48884.62,749737.04,364906.83,58,0,0.75,51068.65,1,2,280,2049.79,0.74,671.77,142158.15,43509.87,346608.12,1,3.6,8270.56,4323321.93,164568.49,74.97,0.13,12.32,6,10,8.07,5.74,0.59,279889.82
54,61166.54,809184.64,230951.17,30,1,0.47,60510.14,0,1,288,1981.49,0.13,728.39,85259.85,10999.63,73331.61,2,12.33,7938.05,3744839.98,50377.12,23.29,0.84,2.69,1,10,8.85,7.18,0.7,365115.05
58,51520.11,801073.69,253680.22,49,0,0.45,71035.82,0,0,302,2855.08,0.38,776.38,92446.68,26698.25,184084.75,3,4.08,9678.3,2361550.61,114436.98,51.54,0.84,11.44,9,18,8.42,5.42,0.83,198554.17
53,60775.12,1008945.55,177630.85,17,0,0.01,73539.9,1,0,98,1904.47,0.59,711.8,99615.38,24400.22,0.0,0,6.75,2155.77,4826020.82,69764.31,72.88,0.47,3.73,9,10,11.68,6.95,0.41,339436.85
44,31586.53,432236.58,343820.55,14,2,0.82,55098.04,0,2,352,1408.12,0.74,640.69,128225.68,10123.51,277038.79,2,10.0,9912.8,4636302.65,63840.63,64.4,0.96,4.47,6,9,7.92,4.28,0.69,171630.33
34,53387.22,870054.03,303233.35,17,0,0.36,35479.6,2,1,121,2190.05,0.0,689.91,64788.34,10180.12,18525.68,3,2.8,9273.53,5141090.13,99252.83,15.54,0.68,12.79,9,7,7.1,1.25,0.3,403888.39
26,21725.71,998126.88,405297.39,59,0,0.54,44393.85,0,1,312,2673.51,0.26,728.01,73725.63,18774.09,0.0,1,11.19,12637.09,4586776.61,187654.65,62.97,0.98,6.3,2,14,8.19,9.77,0.44,460494.99
50,47775.48,255353.1,179734.15,59,2,0.68,52203.38,0,2,371,1504.43,0.54,639.37,120022.39,8616.11,156920.84,2,10.5,13673.91,3204852.22,130723.62,57.27,0.53,14.86,6,7,10.02,8.37,0.9,157761.49
37,31921.85,779912.96,219759.37,33,4,0.7,41324.48,3,2,271,2353.43,0.53,626.08,32072.85,30912.57,158285.87,2,8.37,17714.29,3546244.07,57852.29,55.78,0.2,2.28,0,18,10.18,1.66,0.95,379505.97
30,35289.4,573955.04,268515.67,61,4,0.96,77112.88,3,1,126,1944.06,0.64,662.75,98633.33,17538.89,249350.26,1,8.71,11738.62,6107344.1,107818.0,82.6,0.44,6.95,1,0,11.54,5.04,0.72,249611.03
45,74721.86,679619.33,301719.16,63,2,0.53,42306.88,1,0,111,2270.81,0.3,712.98,68090.81,8793.72,209462.29,0,2.03,10456.08,4882723.39,25623.55,18.39,0.98,10.99,9,22,11.29,6.72,0.37,321092.11
65,71826.2,786919.12,232746.59,47,3,0.4,69255.95,1,0,206,2188.12,0.54,611.54,59670.83,19110.11,9959.67,0,6.82,8301.56,5463859.52,9811.33,75.16,0.37,0.08,0,19,7.73,2.72,0.82,223333.61
46,62182.76,578192.86,180163.11,43,0,0.95,34771.79,3,2,343,1751.42,0.19,645.35,34461.45,24664.23,139369.13,2,1.76,6853.18,5602699.67,106765.07,76.09,0.96,2.28,8,2,8.73,6.2,0.03,197661.25
30,28153.74,531072.98,320512.6,58,0,0.64,69858.02,2,1,174,1936.29,0.19,693.68,130892.08,12755.52,101203.75,2,4.96,12742.63,3319526.77,128597.87,72.26,0.8,0.31,1,20,10.48,5.8,0.1,259586.06
63,43671.83,708538.1,307690.83,38,2,0.3,57910.97,0,1,278,1788.06,0.58,734.53,106353.04,69.09,56546.34,2,13.55,9917.64,4091394.16,162440.72,50.6,0.44,14.89,1,11,11.5,2.87,0.66,254601.47
52,74261.95,428188.52,176698.07,61,2,0.13,82687.96,2,1,389,2071.25,0.69,694.51,73108.75,21263.68,180357.08,3,8.83,11274.75,5317215.95,114916.74,39.55,0.54,11.41,5,15,8.02,2.27,0.29,191373.51
23,52834.34,428543.72,358435.42,56,3,0.84,43026.56,2,0,210,1492.34,0.12,698.73,93417.68,7830.0,223008.67,2,11.27,10055.71,3521357.91,100255.71,39.47,0.61,5.6,6,21,8.67,7.83,0.95,133747.67
35,96386.59,869843.32,343615.9,48,4,0.36,51538.28,3,0,78,1635.75,0.12,730.25,56284.71,12062.52,93629.29,0,8.82,10134.0,4010106.13,86444.17,73.38,0.67,2.34,1,15,11.4,3.9,0.44,380306.26
68,57866.36,412801.49,260743.72,20,1,0.66,54443.51,1,1,163,1751.62,0.57,759.86,78552.57,24691.05,126700.48,1,3.32,10657.66,3876759.74,121112.0,49.79,0.08,1.36,3,29,8.15,3.2,0.43,174077.89
22,53840.98,866578.13,256367.83,43,4,0.47,57712.5,0,1,128,2235.02,0.27,754.28,92066.15,14121.01,131366.96,1,9.12,11266.25,3614258.77,51362.51,33.84,0.93,7.98,2,16,8.88,7.64,0.68,293507.86
64,43817.67,815647.82,294324.62,20,0,0.2,54810.29,1,2,72,1150.68,0.39,577.93,102558.02,18588.88,103724.04,1,11.45,12822.16,4343821.53,72868.88,62.55,0.6,14.64,4,27,11.43,7.62,0.77,360827.47
42,52670.82,268548.32,181063.75,10,2,0.6,55099.82,2,2,155,1935.72,0.4,684.9,115682.54,34530.51,120083.12,2,2.51,6303.08,3917001.48,52728.47,83.7,0.93,10.12,8,27,10.81,3.49,0.48,206374.72
19,46950.6,530608.84,252402.52,59,3,0.06,54854.06,2,1,180,1575.07,0.18,725.63,27765.9,16479.63,103679.19,2,12.35,11758.24,4021745.12,79032.81,6.15,0.63,5.48,1,15,7.46,8.85,0.21,266038.79
27,64162.17,998527.35,77809.32,56,4,0.41,28932.3,1,1,222,1753.15,0.0,764.99,115807.04,40213.16,158724.39,1,8.55,6135.58,4822156.02,71009.41,97.21,0.43,7.51,4,8,7.95,7.19,0.77,290809.74
47,69134.05,454708.62,320116.45,15,3,0.55,74900.02,1,0,313,1603.9,0.85,712.05,30980.15,27399.15,108949.01,3,0.56,12104.27,5697705.83,68300.31,9.67,0.57,14.98,7,21,8.12,4.11,0.32,254496.45
67,34280.21,583898.93,125080.54,17,4,0.44,102917.05,3,1,391,2116.74,0.72,637.04,117261.34,10686.26,179896.47,3,8.04,10960.68,5417494.85,74404.96,51.17,0.83,7.78,5,18,11.48,4.85,0.18,206231.43
62,23375.34,815515.22,370273.59,9,0,0.75,64474.07,1,2,334,1905.73,0.69,643.65,91467.56,15236.46,108692.41,3,6.24,9770.18,4711691.3,108432.3,56.02,0.33,14.46,3,0,11.99,7.54,0.63,397414.71
22,13275.89,895847.63,223590.39,23,1,0.83,42963.74,1,0,51,2426.97,0.55,645.05,143658.39,7373.57,195271.84,3,4.8,9887.45,6467254.6,150759.84,13.82,0.96,0.25,9,28,10.64,2.9,0.09,357256.47
50,60159.83,637115.28,233066.64,41,3,0.77,44481.92,3,2,282,2241.04,0.7,695.38,73021.08,26374.56,107182.08,0,11.68,10410.75,5290809.79,111530.73,91.56,0.47,10.81,7,24,8.91,5.22,0.97,176625.55
18,27932.67,550622.45,199781.29,30,3,0.04,69197.61,1,2,300,1077.77,0.94,656.01,131233.6,33245.15,192401.54,1,13.54,13272.95,5465400.44,77069.32,47.15,0.96,9.41,2,17,6.06,6.88,0.63,212714.26
35,6942.19,1055592.47,226956.89,41,1,0.19,65782.04,2,0,370,1424.0,0.67,527.77,53304.27,16416.06,90598.61,0,11.56,13007.36,4304341.31,117520.29,14.31,0.88,10.28,3,29,10.18,5.86,0.99,340148.59
49,57771.57,1134724.92,363482.51,14,3,0.54,55735.65,1,2,157,1896.14,0.27,621.09,104235.51,1386.05,211975.38,2,12.78,12656.2,4036062.04,104409.39,71.16,0.77,8.56,8,25,8.34,6.47,0.34,398062.38
64,99859.99,944714.51,50975.31,66,3,0.93,71301.07,0,1,325,1974.24,0.57,657.79,18479.96,23604.7,25538.25,3,13.68,5960.79,4951236.8,106770.75,66.34,0.47,0.66,4,5,9.8,5.92,0.97,277683.54
66,49878.58,721329.54,352157.23,58,4,0.83,29041.72,2,2,229,1476.93,0.44,611.88,135322.52,11380.17,149590.76,3,13.73,11728.63,5587459.06,99074.28,96.29,0.59,2.24,5,5,9.64,2.79,0.15,328447.19
28,66769.82,497933.57,277041.88,23,4,0.84,71310.93,3,0,262,2782.38,0.56,619.32,169074.94,12893.31,110299.43,1,2.16,2806.71,4709332.0,169029.69,44.15,0.84,13.83,1,11,8.88,4.69,0.04,289404.2
38,51636.59,492388.9,153438.27,48,1,0.3,63566.42,2,0,342,2518.81,0.52,782.55,72071.11,23115.27,146767.31,3,7.12,3607.9,3740209.74,103951.87,26.78,0.54,3.49,8,2,11.67,5.79,0.03,170615.7
43,48022.21,830628.53,163975.01,40,0,0.43,45060.78,3,0,121,1013.16,0.86,679.57,104905.22,32319.84,66980.78,1,0.5,13371.81,2959681.63,77545.86,6.0,0.74,14.89,7,10,6.14,8.02,0.46,366551.88
42,68381.53,804599.56,384111.44,68,3,0.47,38500.14,0,2,332,2207.26,0.65,660.69,117753.52,27395.02,136378.21,2,7.84,5659.21,2602167.72,68911.92,73.31,0.79,10.19,6,5,10.27,6.89,0.08,259950.58
39,44194.51,1050399.65,174359.45,9,0,0.16,61819.91,0,1,224,1972.52,0.19,713.37,37989.8,24295.01,72345.24,3,13.9,9462.63,4551056.58,136056.83,61.73,0.51,6.67,8,13,8.46,4.84,0.51,317513.41
44,55347.85,862612.52,157731.96,46,1,0.03,81108.57,2,0,172,2746.33,0.06,737.3,70035.73,18427.48,133328.07,3,3.39,14213.02,5479154.84,52541.32,97.26,0.54,13.8,4,17,10.28,9.77,0.33,411135.24
66,56433.96,324229.92,340985.16,50,1,0.95,56578.6,1,1,276,1058.07,0.42,792.03,67559.61,6795.64,126819.36,0,9.78,11751.3,1736326.58,154279.66,71.22,0.2,11.92,4,15,10.05,1.97,0.34,130518.57
30,36638.19,962986.9,277084.23,55,4,0.24,47209.72,2,0,350,3235.91,0.02,765.27,196282.55,23479.42,173094.6,1,9.84,11110.0,3771031.75,23333.35,93.32,0.24,6.43,8,23,6.06,2.86,0.64,450173.36
50,69840.85,450484.84,174965.95,33,3,0.24,62869.32,2,1,132,1494.23,0.32,701.74,141832.09,27177.3,154606.65,1,2.83,9836.74,3575245.96,149051.32,99.16,0.9,1.03,4,12,7.71,4.07,0.16,193862.78
51,46500.8,604007.18,267330.0,47,2,0.08,87313.08,0,1,302,2227.12,0.37,603.36,91316.69,14049.18,281481.17,3,3.96,10377.68,4955119.26,131889.23,42.84,0.84,13.02,8,0,7.13,3.06,0.77,253189.2
58,34885.1,762550.05,167939.79,6,1,0.93,66469.5,3,1,195,1636.19,0.38,629.88,131161.63,16336.37,114304.57,0,7.2,8124.46,3699830.0,82417.42,15.03,0.01,11.48,0,5,7.0,6.63,0.58,332187.28
52,60730.2,1198916.87,338065.71,44,3,0.58,68091.03,2,0,169,1774.3,0.98,659.91,108449.98,31100.52,140716.0,3,3.23,8561.25,3023454.99,69991.96,19.59,0.87,11.86,9,13,10.37,1.36,0.91,500217.28
18,32030.64,1477479.64,334909.68,22,0,0.67,78341.98,1,2,114,986.35,0.3,705.33,123721.49,16075.24,372901.46,1,8.98,10259.39,3769216.74,149285.96,31.84,0.03,11.17,9,16,7.44,2.6,0.36,602217.1
38,50563.62,851680.76,292560.5,40,4,0.91,67088.36,0,2,330,2718.13,0.27,684.72,57859.43,17294.39,134351.36,1,7.53,10697.22,3581161.24,171979.33,50.89,0.46,4.14,7,24,8.85,3.64,0.98,314970.5
65,49817.62,654200.85,278932.88,51,0,0.35,48285.45,2,2,332,1838.21,0.13,606.35,154935.06,19116.0,216725.5,3,8.03,9526.48,4515587.03,75455.99,12.24,0.07,12.88,2,12,7.48,7.15,0.58,286383.28
23,71717.91,833626.41,390895.05,47,1,0.62,33831.53,2,1,155,1879.01,0.51,597.41,69290.38,26655.58,190358.49,2,2.45,3291.01,4242249.73,123217.49,30.17,0.97,0.03,7,12,9.48,8.88,0.97,340695.57
45,59493.96,921913.86,249974.91,44,1,0.04,46175.2,1,0,349,3387.49,0.15,692.95,71361.12,22933.31,313434.57,3,8.0,14694.62,5030977.73,139179.88,30.78,0.97,3.56,4,8,10.32,8.19,0.03,294177.72
34,49499.46,619833.09,155450.07,54,0,0.19,43429.11,2,1,156,2575.67,0.62,686.0,123609.09,22192.63,49854.8,0,1.22,12811.86,4492499.52,124117.45,0.41,0.61,0.7,1,5,7.99,2.64,0.73,246885.25
22,66355.33,1148802.84,285957.91,67,1,0.83,69889.62,2,0,85,1598.98,0.16,669.51,113830.43,35178.69,41879.35,1,13.28,9387.85,5717960.98,102172.53,35.42,0.39,1.66,8,5,9.62,6.09,0.82,424960.54
48,77804.15,757517.69,416883.76,43,3,0.77,71975.22,2,1,196,1633.85,0.58,704.15,100926.27,15904.81,71748.43,1,5.48,12905.28,3962470.55,84406.81,11.62,0.51,7.99,3,24,10.95,1.27,0.05,248045.95
22,61156.21,824435.77,168819.24,28,1,0.35,62633.58,2,0,311,2155.88,0.83,742.34,133584.0,10494.66,162094.54,3,12.92,8924.42,5244127.1,111120.41,42.97,0.76,0.56,6,29,6.57,3.79,0.58,365042.82
55,50207.05,866481.06,221082.98,27,4,0.38,40969.62,1,0,208,2462.44,0.04,695.5,53557.79,30220.98,79761.84,2,10.67,10952.62,4881421.1,16571.5,19.65,0.22,2.72,7,4,10.26,8.25,0.8,330653.89
20,23763.28,805396.65,283315.68,9,3,0.53,86798.96,2,0,314,3051.47,0.42,632.92,173774.14,22309.32,659.07,1,11.61,4230.36,4145522.44,153629.79,82.21,0.44,3.49,6,24,7.94,5.11,0.56,303502.6
40,28697.73,909735.13,245687.61,54,2,0.0,53756.85,2,1,251,1035.14,0.46,775.76,79973.79,14107.54,85294.97,3,5.06,10770.2,5325580.81,31729.73,8.05,0.74,9.83,5,20,6.74,2.35,0.06,357959.77
54,43895.51,545686.7,171415.71,64,1,0.24,69052.22,2,2,204,2436.21,0.79,671.18,96463.55,16401.35,175800.83,2,3.8,9155.99,3537331.39,66460.47,86.57,0.4,7.03,6,13,9.27,4.95,0.69,184823.97
54,37809.76,560424.56,339748.63,7,1,0.21,60739.87,0,1,62,2532.6,0.47,682.5,174393.07,7260.7,86748.31,3,6.4,10654.17,5987804.03,86507.13,58.05,0.03,6.88,3,13,7.36,2.78,0.06,284298.21
27,46260.57,424961.44,435603.26,54,4,0.25,63129.95,1,1,346,1526.3,0.57,647.32,71622.4,22316.8,229968.85,3,0.85,15129.67,3568353.34,60052.86,45.86,0.51,11.53,9,3,10.93,4.54,0.82,311492.87
27,51133.0,809875.31,265690.52,36,4,0.81,68522.76,0,0,371,1783.84,0.79,626.28,140921.7,5385.79,71223.07,3,13.82,9945.74,2891222.47,54870.04,54.97,0.74,6.85,0,1,6.26,5.39,0.04,350461.0
36,60593.86,894734.13,177674.54,45,0,0.28,49559.7,0,0,134,1021.8,0.56,630.35,91427.12,26820.28,150990.08,1,6.11,8627.46,2797514.37,156379.05,37.61,0.98,5.23,4,1,6.59,4.15,0.14,302199.65
34,48590.02,814443.22,126083.16,53,0,0.19,79581.04,1,2,329,1699.46,0.36,619.36,66326.62,14775.99,122635.24,2,14.83,8660.78,4609308.94,171854.39,12.76,0.04,14.44,7,28,9.13,9.43,0.28,224255.35
38,59730.03,1118623.11,270638.08,56,0,0.5,36307.42,0,2,294,2139.26,0.09,529.5,84650.43,6059.69,163193.61,0,11.54,5751.58,3823001.7,161940.66,76.59,0.54,0.12,9,16,9.53,6.06,0.63,370227.09
31,51289.49,698601.0,338310.19,48,4,0.87,44421.66,0,0,349,2956.47,0.73,672.19,122651.21,30972.49,170219.79,0,1.67,11212.74,4717487.73,133420.71,92.79,0.45,4.58,5,9,10.38,8.59,0.98,353157.48
26,10490.67,867185.41,288013.42,60,0,0.24,79386.44,0,2,365,3011.82,0.87,735.12,140570.65,42563.94,260963.74,1,10.07,11603.29,3176782.23,198582.11,95.01,0.24,9.14,4,13,7.56,7.85,0.12,340416.07
63,31213.29,427074.78,249807.69,54,0,0.08,68850.07,1,2,58,1382.42,0.97,630.78,109024.24,24373.21,198289.22,1,4.43,10196.25,5084381.56,89347.92,67.07,0.64,11.74,1,18,11.05,6.95,0.14,224915.64
18,47118.25,603225.07,202858.27,62,2,0.36,98105.87,2,0,296,2874.72,0.93,807.97,36082.25,17145.79,120546.36,3,4.03,12759.72,4720880.09,85508.94,41.03,0.16,12.25,9,16,11.72,5.47,0.37,223111.82
68,25806.11,873884.44,162626.91,20,0,0.75,61025.26,3,1,361,830.39,0.8,749.32,125421.27,10399.32,192900.39,3,4.22,12788.22,3951015.87,100450.62,47.84,0.28,0.69,4,28,8.99,1.02,0.84,269965.84
62,61998.57,912275.53,316780.11,32,1,0.55,85506.44,3,2,327,1649.04,0.64,679.09,94314.73,22618.35,202517.38,2,13.78,10209.5,5249824.5,157161.62,65.7,0.78,10.64,9,21,10.56,6.52,0.47,386974.81
30,80615.02,626508.26,323101.73,69,4,0.82,32137.82,1,0,287,1818.91,0.78,624.45,55900.69,26367.33,293147.61,3,7.75,11756.49,5190071.76,123441.03,82.31,0.46,10.8,2,29,9.15,4.2,0.32,236668.15
21,74375.24,682100.19,126341.62,35,3,0.96,38797.28,3,2,252,2151.07,0.43,600.15,113855.74,20068.93,139000.67,2,10.21,16518.04,4610490.77,169098.91,37.46,0.99,3.21,1,10,6.42,2.06,0.56,222897.23
18,45731.14,320531.56,377187.12,41,2,0.79,73432.88,1,2,296,2063.91,0.59,674.32,145353.58,28954.38,144195.95,3,4.57,7533.84,5564738.44,102612.78,91.68,0.39,1.69,2,28,7.96,5.0,0.26,141063.53
66,79814.52,610742.7,295925.7,54,4,0.6,33894.48,1,0,284,2219.42,0.35,683.41,100268.76,35138.9,241860.95,3,8.08,12319.49,5832598.78,40057.27,32.43,0.46,11.25,3,6,6.52,7.62,0.4,225484.53
57,52973.35,922595.79,361967.57,60,4,0.49,57039.49,3,2,130,1890.23,0.33,669.78,136933.31,7403.12,10103.55,0,5.58,10260.47,3553731.82,73070.15,53.09,0.3,3.74,1,8,11.93,9.66,0.33,422596.76
49,43258.28,843801.25,142629.78,61,1,0.04,77508.14,0,2,62,2575.75,0.76,733.47,118495.84,22940.49,135675.34,1,5.16,13137.24,5858947.56,140989.26,96.14,0.24,0.03,3,13,7.37,4.37,0.8,348965.39
51,37731.95,825166.43,140734.07,49,0,0.98,67517.57,2,2,376,2415.1,0.45,754.85,119012.17,966.68,198603.32,2,4.08,7619.53,3421118.4,80215.18,93.82,0.92,3.35,3,22,9.82,5.88,0.92,345159.06
45,43950.61,712443.42,238082.46,36,1,0.38,60166.43,3,1,65,1826.26,0.21,703.63,87780.52,11859.51,223304.9,0,6.43,10600.84,5425848.6,103814.46,69.57,0.75,0.47,5,3,7.71,8.66,0.76,336167.01
48,42236.46,701765.79,290222.75,63,0,0.15,53263.39,3,1,94,2505.44,0.2,706.32,132747.86,27198.64,0.0,3,10.07,7961.2,5636651.89,109870.55,32.46,0.33,3.74,4,13,9.92,4.01,0.44,280296.02
25,53408.32,534919.72,393708.87,58,0,0.67,63033.39,3,2,370,3241.06,0.86,664.22,136567.15,19531.95,56321.27,0,3.72,4699.04,4290417.85,172327.35,21.9,0.7,5.03,6,19,7.26,2.28,0.5,302657.85
56,53211.48,874707.11,306486.31,28,4,0.28,68658.73,3,0,188,1596.04,0.68,679.75,131706.71,3891.02,0.0,2,14.5,14213.16,4436084.1,135178.08,8.01,0.97,4.07,6,23,10.71,3.54,0.13,411434.09
43,50060.92,805243.24,230585.5,33,0,0.59,50086.58,1,2,375,3005.2,0.55,700.58,87448.53,30499.11,211105.73,1,2.31,8696.61,4141165.85,127332.0,70.87,0.07,13.8,2,19,6.66,9.09,0.75,258707.17
51,58738.76,823004.71,167890.46,21,2,0.59,65576.04,1,2,197,1649.91,0.4,664.16,139403.19,14567.66,164311.97,0,7.46,7472.55,3510708.58,106319.02,50.35,0.26,3.49,8,16,11.37,2.43,0.6,309473.12
20,73812.93,568491.29,348400.05,42,2,0.45,76176.46,2,1,285,2846.2,0.43,713.04,115452.58,28508.87,249330.97,2,1.73,8269.31,3734660.66,66762.57,57.23,0.2,7.01,6,24,11.04,3.96,0.9,263585.81
67,68991.08,161664.27,172823.57,26,2,0.84,56662.83,2,1,240,1672.44,0.06,627.19,61106.98,25126.82,152041.72,3,0.83,15473.32,5095942.89,109703.77,47.24,0.87,14.36,6,18,10.07,5.18,0.2,2303.72
29,20302.04,974288.18,380277.48,22,4,0.26,61021.84,3,1,150,2459.4,0.45,643.39,84740.31,11668.72,306868.88,0,13.88,13931.58,5526835.01,187029.38,48.29,0.18,13.19,1,29,6.4,8.62,0.76,411349.24
18,0.0,580290.64,227249.23,42,1,0.45,67256.68,3,2,154,2107.78,0.8,627.65,78783.64,28689.06,83987.88,1,12.25,9345.41,4482674.89,120529.3,57.13,0.31,4.64,9,16,7.25,9.44,0.68,196988.47
61,68686.4,484306.06,377246.57,24,3,0.54,68270.01,3,2,299,928.84,0.39,646.57,20484.12,23186.17,124300.26,2,10.57,12584.12,3287867.97,77943.26,91.43,0.54,4.9,2,24,11.16,4.83,0.27,285237.3
22,22662.43,873369.73,304314.5,35,0,0.66,73176.8,2,0,143,3149.33,0.38,665.64,140136.52,21750.48,178898.13,1,13.05,6773.84,3124508.65,83255.82,2.94,0.62,8.9,2,26,6.73,9.39,0.67,320992.4
47,45504.69,601996.84,239040.36,50,3,0.78,44784.38,3,2,269,1462.73,0.02,731.45,224047.47,15318.49,100107.23,3,12.14,11570.63,4372659.12,156745.34,80.16,0.81,13.77,5,26,6.94,2.45,0.92,280421.84
47,26597.74,964984.1,208448.29,23,1,0.39,52066.16,0,2,347,1238.24,0.46,682.07,148333.92,8972.76,179201.62,1,9.88,8708.31,3866886.77,78700.19,39.05,0.41,0.15,3,13,9.26,2.41,0.92,359466.38
34,13960.39,854251.49,222727.37,67,1,0.65,52621.82,2,1,388,1616.34,0.03,615.78,106514.37,15813.2,142254.31,3,12.79,11308.29,5923455.98,91967.93,74.49,0.53,5.9,3,12,7.65,9.54,0.72,236785.25
65,60829.25,870892.33,284265.34,41,4,0.15,46441.32,0,1,182,3518.75,0.57,609.9,79367.25,15595.52,138175.44,3,6.17,5878.67,3657255.92,54321.46,94.85,0.97,12.75,0,25,7.33,5.59,0.05,323222.04
64,65183.1,358511.07,256172.52,57,2,0.93,33023.79,3,1,204,1247.77,0.51,659.2,62996.65,28516.19,141230.2,0,8.51,8214.58,5216855.18,88882.38,30.63,0.3,6.16,5,13,9.45,2.67,0.87,193909.87
40,38469.79,1002986.0,202495.09,24,2,0.38,11182.82,1,1,77,2106.95,0.84,721.72,106025.82,3510.15,199378.0,3,11.76,10545.73,3755260.77,118920.18,8.96,0.25,10.8,7,25,8.24,5.39,0.66,413598.82
32,0.0,765312.63,236749.49,49,1,0.73,77931.79,0,1,331,1326.1,0.58,750.15,138732.26,34707.15,125997.67,1,1.73,10514.0,4159801.97,88139.35,23.23,0.71,10.38,7,15,6.84,8.05,0.31,305517.87
